"","merged_dataA[, 1]"
"TEP1",6.80845994993971
"SH2B2",7.27858739706199
"PSG1",5.68878392991792
"BRD2",8.85892555041455
"TPD52L2",7.87755434833623
"RPARP-AS1",6.8039298036313
"MVD",6.89161235218064
"MFAP3",7.40870089445717
"ATG9A",8.706445606575
"ITPK1",8.23264267693484
"TUBB2A",6.10558814309887
"CENPA /// SLC35F6",4.82747562674048
"HIST1H2BD",8.27570374479605
"RASGRP2",6.89482938066881
"TRMT1",7.53401620676155
"HSPB6",6.75038818236911
"ANXA2P1",6.46965930890749
"TMCC1",8.18952052960703
"KIF20B",5.70904149684679
"B3GALT5",7.10535584731406
"PARP4",8.2753496694822
"MIR6787 /// SLC16A3",7.26116801794127
"TCF7",9.27822141982235
"LGALS1",8.62024761022778
"NSFL1C",6.97171205108318
"MAGI2",5.28568144719773
"PZP",6.61397729883758
"PRKCA",6.45400251479025
"CCK",6.02075826151393
"GGPS1",7.9271818031468
"PRPF40A",6.98511112957598
"PPP1R1A",7.41496720190443
"ZNF384",8.26500426756754
"MDM2",6.35698771053854
"HIST1H1A",7.06713895462997
"SPRY2",5.71652219508551
"TNPO2",7.05635662765945
"CNIH3",6.86998200619328
"MOBP",6.08912129552016
"ANGPT2",5.76206675770687
"CAMK4",5.31409601915501
"PPAP2B",7.33903078606736
"SLC38A10",6.49868185501973
"TPM4",5.71663907573296
"LY96",5.69854113290357
"ZNF7",7.03437546668297
"GLRB",5.0896390701498
"PAK2",6.07446380045773
"TTC39A",5.81746459575729
"PCSK2",5.54021827266023
"CABP1",6.95923201905345
"DVL3",7.04083459878275
"CYTH2",7.73004954969463
"LOC101929889 /// SPN",5.84048538895028
"SNX19",7.54558590523765
"HSP90B1 /// MIR3652",8.05079960514665
"SCYL3",6.14359654896292
"LINC00302",6.30176458689034
"PRKD2",7.99009856617081
"FZR1",6.70674286672773
"CD14",9.46140007128675
"ATF5",6.46688108513599
"MCM9",5.58435267736794
"TTC3 /// TTC3P1",7.61703531242587
"DOLK",8.20700264232411
"CDH4",6.47846444882109
"LRRC42",5.3249673713425
"RAPGEF1",7.06590197437817
"COL11A1",4.405426850615
"PSMB1",9.68672016306999
"SMARCC1",7.12460882382516
"ZFX",4.96318681698992
"DMD",5.02737107575034
"ADD2",6.6227455859422
"RPP14",5.90592205818191
"RPS21",9.54610173115247
"CHP1",8.52068754002861
"UBE2D1",6.87936459797157
"ABCB9",6.85552919828835
"ETS1",6.01407476884871
"WTAP",7.88874815183355
"TRAPPC3",7.02749673531157
"NPR2",6.90758487682248
"KCNQ3",6.56208851269948
"FRZB",5.46929143090448
"MT1F",10.6177145463187
"TMEM183A /// TMEM183B",8.29365291269396
"LECT1",6.12829201986205
"FCER1G",8.80496624877625
"ZNF84",5.78604088163136
"TRAC /// TRAJ17 /// TRAV20 /// TRDV2",9.85352360377785
"SQLE",5.99694389191924
"CD96",5.56279811505483
"ARHGAP8 /// PRR5-ARHGAP8",7.07408334915849
"FAM98A",6.95217590199918
"POLR2C",7.39740858253065
"CNOT3",5.34730418739859
"TAF6L",9.07423167645776
"FKTN",5.43764343433096
"CELF1",6.55525578717779
"BCRP3",7.30354596034585
"TTC28",6.12679336737097
"AASS",6.08445279381614
"CHRNA6",5.50542861874841
"WSB2",7.17125419961348
"SLN",7.72292657923876
"FKBP1A /// LOC101929368",7.87568639366047
"EXTL3",7.40759856998869
"DPYSL3",4.95702553076676
"EDC4",6.99410903666157
"SULT2A1",6.11558214711341
"BMP4",7.46338494400452
"MANF",8.8624510548668
"THOC5",5.46303906744633
"WWC1",7.74642137839591
"BAK1",5.43029963721689
"RPS7",9.33910191741061
"SOX3",7.59146987019121
"RASSF2",6.22405548515993
"CLDN14",7.78556797127276
"SEPT9",10.8881234284131
"RERE",7.48653390145975
"CTAGE5",7.11753347549126
"YWHAZ",6.37140052217516
"JUP",8.40940283381788
"STK3",5.89476090065377
"HLA-E",10.3764226355896
"CBX6",8.67279801912759
"ADAM15",9.25069832286446
"NEDD8",9.00621765371287
"CLCN4",6.05789455988739
"CCR1",7.64804542099839
"MED13",6.16918521749957
"MAP3K12",7.42097768767734
"GANAB",8.83334577177336
"ATP6V1E1",9.32137466553288
"IGHM",8.03677665196196
"CEACAM4",6.34942967198808
"LOC101930075 /// PKD1",8.17459526160598
"HIST2H2BE",8.2279011911098
"ADORA2B",5.49003748196415
"IFNAR2",5.95559731127018
"PROSC",7.20736340760404
"FAM53B",7.03327917510466
"LOC101928916 /// NNMT",6.61814048677984
"DKFZP434A062",7.12224810403291
"PDK2",9.11599997327243
"MTMR3",6.52489075301998
"ITPR2",6.97942829021873
"RANBP9",5.71684446687918
"PSD3",5.40901435377712
"FAM182B /// FAM27B /// FAM27C",7.23390207270081
"TGIF2",7.16776298250986
"R3HCC1L",5.3465224746403
"CYR61",6.81544611440212
"HNRNPH3",7.36831830118324
"NIPAL3",7.40989046422015
"TH",4.83172923852903
"FSCN1",5.42966640964274
"EFNA2",6.62537605506214
"CYP2C8",5.42184761200229
"ENO2",5.67685410563025
"IFITM3",12.219009616698
"SAR1A",8.49297843109378
"NCOA2",5.82195037528523
"ZNF10",5.21748403483579
"HSD17B3",6.38485947089316
"PLEKHM1",7.77398732007168
"DSTNP2",5.35416395346116
"MPRIP",7.65615320909565
"ATRX",6.37161035292452
"MIR6883 /// PER1",8.05679853736386
"CD46",8.21559173784981
"ACPP",5.58150702466653
"TFDP1",8.35041177488535
"CUL5",6.4673509161831
"DNTT",5.06659745589352
"SAMHD1",7.81130525216261
"SIPA1L3",7.35172649095154
"GGCX",6.53298752191808
"EIF3M",6.41791973961604
"PRPF31",7.90066259850679
"AKAP2 /// PALM2-AKAP2",6.82441231008059
"RHAG",5.80809789894093
"EFNB3",6.24476623522678
"DAXX",7.36950752457622
"VPS13A",5.53399660306442
"PIK3CB",6.39062914754972
"GDF11",4.85118704801473
"PRIM2",4.8860188095938
"FSTL1",6.3033968077384
"AR",6.54332412571557
"RBM10",6.62654359037101
"GRIP1",6.23603173839341
"CXCL2",5.28005943534143
"EPN2 /// EPN2-IT1",7.01175391019877
"ATP2B1",7.44898751601161
"EIF3B",7.7703167923358
"LEFTY1",7.29463682488751
"MPHOSPH6",6.69463283120166
"CELSR1",7.28769894507247
"FZD9",6.88972693125786
"GAA",7.78535558722573
"RPN2",9.76616893582281
"CNOT4",6.1531603314248
"LRRC15",5.95939479550055
"APCS",5.39612068986528
"BICD2",7.54128144699687
"TSPAN6",6.43289522897303
"ADAM10",6.17784668091645
"EEF1A2",6.66169688132761
"MLLT4",5.65141671511213
"NR1H4",7.35893472570273
"PDGFB",7.82037516447319
"IGHD",7.12623032090079
"FETUB",6.06430130842043
"SLC12A3",7.53072704079694
"ZBTB40",6.80853740687126
"HAX1",8.11267614928082
"NRL",7.34769025255056
"PLA2G4A",4.52168432416684
"SCNN1A",7.67999252879196
"PRRC1",6.80792873333697
"DHODH",5.98421731674215
"RFX4",4.08714135423645
"SP110",7.71747187661533
"DCTN5",6.41664933721549
"MEST",5.40063959673822
"PTPLB",6.54106719375264
"TP53I11",7.36187353574625
"RGS12",7.46149411529814
"ITM2A",7.50290624062044
"WNT10B",7.61133024963381
"CLTA",9.52479727063653
"MRPL33",6.75738725487945
"SLC1A4",7.90006590411549
"SON",7.3390221479414
"ELL2",4.71571329016339
"ACAN",6.40787983557586
"GAP43",5.91332445622984
"NACC2",6.86077798107992
"APOD",7.62417907674773
"AGTPBP1",5.9424749907889
"GRIA2",4.93836034652203
"FAM13A",7.54970398776952
"LOC339166 /// WSCD1",6.9529660814116
"CNR2",7.69430771606239
"TPR",6.88655468220398
"GNB1",9.84010536103638
"ZMYND8",6.28760050763995
"TGOLN2",7.92298225572394
"MBP",6.79935927942396
"TFPI",5.82389817882139
"GPR1",5.91155462141276
"OLFML2B",6.58568149096423
"KRTAP5-9",7.46858849171629
"POP7",6.73354261639003
"ADA",6.57811323744276
"ENTPD3",6.45285200375586
"IFRD1",6.67187561415367
"DDX17",9.25881982536523
"CTAG1A /// CTAG1B",6.97037987450969
"DIRAS3",3.89796713059597
"U2AF2",7.45112737363506
"CCBL1",8.04161833830345
"PTCH1",6.54577425001278
"DDR2",6.00525822203239
"TRA2B",6.45258143666453
"IRF6",6.59053106847685
"GNRH2",8.03121276888126
"TLR1",7.15506786968772
"CADM4",7.37143083126138
"NUMA1",8.17407505682896
"MFI2",6.77842805562697
"PMS2P3",7.02764947264666
"ZNF518A",7.07255483625231
"NRXN2",6.73005892233269
"KCNV2",5.95022121399926
"MLANA",6.55269396075059
"GABRB1",4.49601438437123
"RNF19B",7.91339631381402
"PPP1R7",6.82145142374834
"SRRD",7.69265739249658
"KCNJ9",6.40004020488924
"LOC101930602 /// SLC14A2",6.66010845447338
"CTSS",6.73829581841182
"ADAM9",4.44059202848424
"RNF115",6.99425739673946
"FAM168B",6.87279578508969
"NFATC4",7.28671200509319
"CYP2F1",6.49737305237696
"FUT2",5.8028008597367
"IKBKG",8.17143179020595
"SARDH",6.67322510209097
"ACTN1",8.2886141597311
"POSTN",5.77889058673946
"RGS5",7.23750524486679
"MAPK7",7.52487572342907
"TUFM",8.68012840949536
"JMJD1C",6.65666566961179
"ZFC3H1",5.78962051931731
"NCDN",7.12620550208486
"HSP90AA1",9.7305004538059
"CCL4",6.91154588401388
"CAP1",10.2576003303073
"TBX6",7.30752923866752
"NOL4",4.14234152873427
"RPP38",6.29367960625415
"C10orf12",4.98501212092181
"TUBB",9.54430651478849
"USP22",8.4234940389075
"PCYT2",7.85159562692724
"SH3PXD2A",6.58100826907854
"CRX",7.10566729555994
"ZSCAN9",7.2268101711181
"IGFBP5",7.73312380270405
"AURKAPS1 /// RAB3GAP2",5.19407730706674
"RCE1",7.60164338019319
"AKT3",5.71062826011057
"TNFRSF11A",6.23069077187924
"UBXN7",6.64121185466993
"ATPAF2",6.80314500999489
"TRIM14",6.84371396893084
"PDCL",6.63135432538517
"PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5",7.75570725900696
"NFKBIB",7.52983048506276
"CDKN2D",8.03498572099741
"MTX1",8.59416807992513
"TMEM187",7.26906864300632
"RAB3B",5.75445729193916
"PRKACB",5.32814182327082
"UGT2B15",6.76642888937358
"TXLNA",7.38250767466622
"DICER1",7.01513502037702
"TSSK2",7.11305656905231
"IFNGR1",8.13481216982011
"ATP6V1G2-DDX39B /// DDX39B /// SNORD84",8.76091225807448
"DOPEY1",6.28146593558833
"CPD",6.3209567181734
"APOE",10.7133984471227
"OSM",6.60401329111828
"EIF3K",7.75858885817988
"PNISR",7.21553230075949
"CSH1 /// CSH2 /// CSHL1 /// GH1",6.67651872214905
"NKX3-1",6.87882509384469
"SORT1",6.42243423046798
"LIMS1 /// LIMS3L",8.49940509037222
"ILF3",6.265479204969
"NR2E3",7.42405717966527
"KDM6A",4.82440519178242
"KIAA0247",8.64649446822175
"CALM1 /// CALM2 /// CALM3",9.99133971015603
"ARHGEF9",5.79015874073341
"MYO1B",5.66326368789287
"COL4A2",8.86615770489301
"ZNF536",7.78662937317041
"KIF25",7.65825746600876
"FSHR",5.29966798831796
"PGF",7.29819631981111
"SLIT2",7.382072673183
"BCL10",4.66128167205806
"UGP2",7.06146009453202
"MSL1",9.40346657694492
"CD55",7.07681530310384
"SUPT6H",7.72275713124361
"FAM3C",3.94868653252804
"RNF5 /// RNF5P1",7.67254072415724
"AP2B1",7.37718518536412
"MATN4",6.40557242081538
"TCF4",5.63324088577227
"TFDP2",6.86875397966267
"CXCL13",6.91285167031349
"MYH8",5.94813176713799
"LPGAT1",6.45401391859781
"LINC00894",5.68728960656924
"PKN2",7.94050582475892
"DCTN2",6.64394397216528
"EPHB3",7.33533368424196
"HMGB2",6.83413530859045
"DNALI1",6.22236794712888
"SLC5A12",4.8817933647191
"HIPK3",5.47738700987921
"TRDMT1",6.88152363686747
"GNAL",5.49722474009794
"SMG7-AS1",5.4706735268529
"CD72",7.15967626504003
"RS1",4.94318597102307
"SERBP1",9.09355401139235
"GREB1",4.65808723779059
"MAPKAPK5",5.82917958016889
"MKL1",6.62156133071693
"PFAS",6.77384819939739
"DNTTIP2",7.21545222796096
"DPM1",6.6562204441575
"MDFIC",6.10349282548412
"GRIP2",7.77711505206486
"JTB",8.98551961434287
"NTRK1",6.5250165374185
"SKAP2",7.7731717758417
"GIT2",5.85789031668348
"HARS /// LOC101928623",6.86092292948537
"INSIG1",6.64005626916916
"PCM1",5.52124841988139
"TADA2A",5.99686763810618
"GPR135",6.30782771957896
"SLC28A1",8.10823369443317
"HCG4B",6.68971946054394
"SPARC",8.97433778651278
"ECE2",7.80239534328577
"PRKAB1",6.63271092423197
"NDUFA7",7.10683323758419
"GPATCH8",5.9005207225016
"SREBF2",7.24353809559515
"TTC9",4.90972181875234
"KIAA0586",7.64715552840483
"PKLR",7.54874247959057
"SMC1A",7.37222886603177
"MAN1C1",7.24391057791508
"SMCHD1",6.78105244100957
"PIEZO1",7.88363453842447
"ZXDA /// ZXDB",5.75646494599389
"RND3",6.43378221989968
"PTP4A1",7.99133386895649
"ANAPC13",5.31744500276982
"TEK",6.18234976037517
"LYN",8.18161004104819
"NCF1 /// NCF1B /// NCF1C",9.54802946664877
"TLR2",7.41182126087127
"DBT",7.07745385538402
"CADM1",6.41691926159193
"DIS3",5.44843047128668
"SLC25A4",8.00785271646378
"RBBP6",6.64671081788316
"SREK1",5.93217047005704
"TRADD",7.06730200942038
"MRPL40",7.31091040089775
"GALNT10",6.44266674178474
"SNUPN",6.79907346329018
"NR2F6",7.69496177559022
"ZMYND10",7.18684944540153
"ERCC1",7.56376155649582
"CD40",7.62587971704015
"H3F3A /// H3F3B /// MIR4738",8.16332263358637
"HIC1",7.08852486787284
"TRPC4AP",7.55972989723288
"ARHGDIA",7.92747691237129
"ASB1",5.99026674773449
"SMARCA2",4.68475378076372
"MPI",7.53818002489231
"PYGO1",5.36690665686591
"DDX23",7.22471504838626
"BAZ2A",7.82551554531789
"NR3C1",7.41657562634874
"NFX1",6.79317428719009
"TM9SF4",7.12000598681985
"TFEB",6.95155117945895
"DAZAP2",8.76727788783226
"ANGPT1",6.75825786029134
"TOB2",7.81384571573471
"SUSD5",4.57718228581358
"KIR3DL3",6.58686063432551
"MTMR1",6.51967776494897
"DCAF7",7.22359278546532
"SERPINB13",6.65996612436449
"MXRA7",7.45768837877917
"RPL34",10.0734883106941
"SMARCD3",6.15127306844288
"CLTC",5.27553613688657
"HSD3B1",4.06634991266679
"NDRG4",6.05695218061001
"FZD6",5.54957439484854
"CDK11A /// CDK11B",7.4142285600208
"RAB11B",7.48615840659631
"HOXB5",8.0430010932815
"ACP2",8.2987915826586
"G3BP2",7.4811821027852
"BV03S1J2.2 /// IL23A /// TCRB /// TCRVB /// TRBC2 /// TRBC2 /// TRBJ2-7 /// TRBJ2-7 /// TRBV19",7.23720240294556
"SLC25A20",7.38108900415853
"KCND1",5.93815723868305
"COPB2",5.89496106464475
"ABO",7.91677182157213
"VIM",9.15426228893939
"BICC1",5.35083622561538
"PSME1",10.2540015838725
"EIF2AK1",6.97042361038866
"AKAP13",7.50932758946634
"PSMB6",7.81138197362858
"PODXL",6.17208063933069
"AKAP1",6.30011341155012
"STK10",7.95209102594244
"SYNGR1",7.54267091622153
"ITGA2",6.8019129356517
"TGM3",6.70916809768633
"ARTN",7.2945569180596
"CSNK2A1",6.53444885467511
"ZBTB43",6.77537866961656
"TNFSF12-TNFSF13 /// TNFSF13",7.80295727535168
"PIAS4",7.46205086396244
"ZNF41",4.38735429755156
"CNOT8",7.49841173932088
"PTPN18",8.44840896492887
"ST14",8.1372922724734
"SCTR",6.77376689702512
"TNRC6B",7.90943692377797
"XYLB",4.75982401411964
"PTCRA",8.2018917612043
"MED13L",7.58479572517311
"HIP1R",8.68667463947859
"DES",7.02648519715809
"MSH4",4.14212821099626
"KDM4A",7.55789115095842
"RASSF9",6.29851390099201
"NUPL1",7.4682832427982
"PRPF6",8.38266460737127
"UQCRC2",8.11473589543258
"CCL2",7.95665848351627
"ADRA2A",6.63836631613708
"PPP2CA",6.14377647998287
"GALNT2",6.23775946888351
"IHH",7.78015610686957
"SEC61G",6.86621247222146
"UBE2G2",7.6846343492115
"IFI30 /// PIK3R2",10.5139353921771
"NAB1",5.27281625677975
"PF4",10.336996487306
"CEP112",4.1949726261014
"RIT2",5.55466672158277
"MACF1",7.68408670925756
"MELK",6.14021442833573
"SLC5A1",6.29600893354741
"NBR1",8.47235079687169
"PDE1C",6.23094713148911
"FKBP9",8.11088090960925
"PVRL1",7.52926421978925
"GABBR2",5.66962435668323
"MAPKAPK5-AS1",6.29844801815113
"EDNRB",4.45912055055492
"UBXN4",7.43004026324
"PDLIM4",7.66646593656193
"PLD1",7.23184280233967
"MPDZ",5.07308105096448
"HDDC2",5.83913473311188
"EIF1",7.63514531562992
"PDCD11",7.37520092532885
"HECW1",6.71928964622726
"TAT",4.89759908449096
"NDUFB6",6.90678262550909
"RAD51C",6.44215895404504
"CEBPA",8.14544446561411
"FAM69A",6.01032039876531
"PTPRD",5.69031156947979
"GM2A",5.55716666241098
"PDE8A",7.8785792030899
"AGPS",6.1500321316351
"SMC4",4.78005344273903
"KCNN4",7.56649614887356
"CRISP1",4.0570640271333
"EXOSC10",6.6044374438448
"ACKR2",7.2468168467744
"FAM21A /// FAM21C /// LOC101930591",7.93666320878911
"MGP",7.66192325768147
"TAF5",5.78825950379461
"CDX2",7.07118103734995
"TRAF1",6.0018146934964
"MYOZ2",5.49113254499273
"KIAA0100",7.5866294389119
"RUFY3",5.30568723826646
"IL2",4.57295073953064
"ADCY9",6.75453684308659
"GUCY1A2",5.30413659727855
"RAB35",8.29626393798932
"POR",6.62415565524765
"FAIM3",7.90324167097373
"PRKD3",6.82608725645078
"SMIM8",5.50077702139683
"COL4A3",6.77280713713331
"PPM1G",8.46724184934013
"RTEL1-TNFRSF6B /// TNFRSF6B",7.76895522944419
"MIR612 /// NEAT1",9.55338820512676
"CXorf40A /// CXorf40B",7.44537191908776
"PDK4",6.71445734889464
"KIAA1467",6.46281500533321
"PI4KB",7.93209428125418
"HIST1H2BE",8.12184559575944
"PTPN3",8.25699277298663
"BBOX1",6.5176708389634
"ADH7",5.37713252740902
"KIAA0391 /// PSMA6",8.44420760562178
"SPAG11A /// SPAG11B",6.32987526699535
"TPI1",8.32689041316728
"YIPF1",7.2271993467422
"IGF2BP3",4.51674976053377
"MON2",4.84706869877162
"MYO10",5.23048075524924
"CYTH1",8.4892578738696
"RNF8",6.71643909251115
"BCL11A",5.36109669829374
"SDHB",7.90384517556824
"PSMD3",7.53679681745594
"KIF5A",6.4366779737649
"TARS",6.19120067769572
"PLS1",6.81775680726325
"ERBB4",6.62809130729264
"MIR5193 /// UBA7",8.00090673168816
"CSF2RB",7.58163242497402
"GRIN2C",6.64396341942602
"PTGS1",8.46685672472625
"PRSS12",5.05202385977063
"CLK3",6.50706108590404
"BNIP1",7.49456434373811
"SERPINA1",8.6859955783387
"GAST",7.02629823565808
"UQCRQ",8.05492536015548
"CLIP1",6.29332859792091
"USP6NL /// USP6NL-IT1",4.93353714174036
"SCGB1D2",6.69872458820475
"RANBP1",7.42253839670585
"CCZ1 /// CCZ1B",6.67270052402166
"ITGAM",6.74954807108498
"HNRNPF",7.23254276010325
"C16orf45",6.50332339038775
"CD53",7.49391628965691
"ATP8A1",5.91125356928084
"TLR5",6.33168505952609
"CEBPB",9.48088728048781
"HHEX",5.86804654114557
"MTUS2",5.38639485728848
"COX7C",9.42739472818112
"BTK",6.38985240440717
"SBF1",7.54814211362663
"PIGR",8.88795840766466
"PDHA1",5.23938839670579
"CDC25B",8.30265782896641
"WWTR1",6.66618861604267
"AGAP2",6.44830824042073
"HTR1B",5.71897443587574
"NRP2",6.38589558398842
"ZNF274",6.51435144651015
"PLA2G16",6.92504385520578
"SRC",5.90077561221745
"CNPY2",8.03543298448146
"CRYGD",7.07106246570973
"TSC22D1",6.38536464340537
"SMARCA4",8.20130887649712
"EPCAM",6.74275926369197
"ST8SIA4",5.40838909302974
"ALCAM",5.10191173136041
"LAMB4",5.28902835616904
"OGG1",7.74642470310536
"RPUSD2",7.50162451832337
"MAN1A1",6.38132079707011
"ATRIP /// TREX1",8.58283356293074
"BMP1",7.00963346525592
"SRF",6.98995049609732
"EXOC6B",5.8633897898703
"PTEN",7.2553535435957
"KCNJ6",6.3349451174847
"IRAK1",7.94279286471263
"LLGL1",7.10288790365232
"ADH6",7.33689661072827
"RBM14-RBM4 /// RBM4",8.21277803800078
"EMP1",6.25241180831845
"ZNF117",4.74996609634255
"MFNG",7.4268647039717
"SMAD5",5.36189070851456
"SLC20A1",8.91639787497474
"GPSM2",4.76906580634044
"GPR137B",6.95654855825058
"SPEN",7.12197677529348
"RIOK3",6.89595183607585
"KHSRP",5.95847791835763
"SMG5",8.06501582907458
"ASPHD1",8.09751950586775
"DPH1 /// OVCA2",8.15994157865069
"PPP1R16B",7.64722792469292
"SCN7A",5.83734811835969
"PENK",5.05376583694731
"TSPAN3",5.94466318325132
"DDIT4",6.38337906802094
"PSMB5",8.73580454807639
"PKP1",6.8545785223525
"ADAM12",7.57686632185423
"CFP",7.24031992314155
"EGR3",5.50931985915934
"PAMR1",6.56434799582711
"EHBP1",6.62972137361874
"TSR1",6.36200874586094
"PDE5A",4.45649017679961
"BRD1",6.7400042809496
"PADI2",7.21454793144527
"FN1",5.8977213473817
"SLC13A2",6.94676182201265
"CRP",5.02341354530749
"MAPKAP1",8.0126181361345
"PTMS",7.65775889104455
"SLCO3A1",6.31192563533126
"FLT3LG",7.44654750507444
"SHBG",7.65179336597186
"LOC100507472 /// PCSK6",6.72360886648179
"BRMS1",7.94447760732559
"GP2",8.17087769089563
"RNASEH2B",4.95177753294274
"TSR3",8.63241987979589
"NRG1",5.41233160942473
"CCND1",7.25952052950711
"ESR2",6.55575476955089
"HSPA4",7.10898322375636
"CARD8",6.47481072295726
"EPHA5",5.5359327556474
"SLITRK3",5.35518529474408
"HAP1",7.79286545816156
"TRAF4",7.59593436071621
"NLRP1",6.93760593265204
"MKNK2",7.47882801576074
"SNAPC1",4.41638604240898
"TDRD7",7.7557935739831
"TRIB2",8.04199012603951
"ETFB",9.40786648495471
"TSPAN7",7.06264537645127
"APOM",8.71901153606477
"LSAMP",7.10344853130329
"GJA4",6.13731678262214
"ITGA5",7.92570967499256
"CACNB3",6.78373995917448
"MMP16",5.59772045488315
"MAPK8IP3",7.27863970739567
"NISCH",7.97076880306441
"SPIN2A",4.808936993491
"JAM3",8.2767908245106
"AVL9",6.52783713283811
"SEPHS2",8.94097692243461
"BCL2L1",8.89683767985359
"TTLL5",6.495375521983
"MBOAT7",9.30503141232069
"KRT35",5.63799999225696
"COL13A1",7.39013093550248
"DNPEP",7.51345063321398
"LINC00893",5.04181462294865
"ATP2C1",5.94089937799552
"KCNC3",7.85284013797565
"DNAJC2",4.404065724197
"LOC101929304 /// SNX29",6.92583271695166
"SNAP23",6.68017647352758
"ARFGEF2",6.5330962042419
"LIPF",5.42429682090912
"RDX",5.01431406000499
"MPP6",4.9506888684525
"YWHAE",5.41484930893533
"CREB3L2",6.66402328866052
"MARS /// MIR6758",7.82682081363629
"LMNB1",6.25375962854373
"SPAG8",5.34242055735126
"CD93",7.97700960648234
"ARID5B",6.9677948322577
"MT1E",10.633071817519
"NPAT",6.19901165072414
"CHD3",6.94699218150965
"PLXNB2",7.8810078284229
"TMPRSS15",3.54381889797337
"FIG4",7.44038288484262
"TBPL1",6.15302043576626
"CCL8",5.05453771254016
"USP9X",8.10128182810135
"PARVB",6.91492623790465
"C2CD3",6.99647478965635
"CACNA1G",6.99381993894102
"HDGF",10.8901391455541
"RGN",7.65279354586357
"CAV2",6.19008519331495
"LANCL1",8.04587556025336
"PAIP1",6.96801472853367
"LOC100129361",5.79724662427809
"ZNF184",5.3206031463365
"TNNI3",5.18136838287231
"CACNA1E",5.28923326221164
"ATF2",5.62056418564482
"SNX27",7.01513577669331
"STX5",7.21314371741282
"XIAP",7.06601752982949
"MCCC2",7.32721823059043
"IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31",6.18461916597775
"IGSF3",6.1958778337492
"GALNT3",5.34880780269686
"LMNA",8.31385518312509
"TXLNGY",6.71364025400637
"TIPARP",6.72687699723255
"TRPC1",4.74785841381527
"PLCB3",6.83515403725653
"SMOX",9.18382787666857
"VAV1",8.1690756659127
"PSMB8",7.83907675388382
"PPM1E",6.22783005272525
"DCTN3",8.11141181611765
"NAP1L1",6.09551787479319
"MAP3K3",7.25340505277734
"CCDC6",6.43132203575696
"DDX3X",5.27540620105283
"PRKAG1",8.42940551218111
"HMHA1",7.81204730762662
"MYRF",5.69279097086147
"GSTA4",7.50382755738763
"IQCE",6.10385078009435
"WASF2",8.76201954415679
"KLK13",6.68883110510507
"TNFAIP3",7.31013442143581
"AP3M2",7.08132466540476
"MAPRE3",7.60290928670814
"NR1I2",5.60215374102522
"ACYP1",6.25579798742632
"SALL2",6.90522161848745
"MTDH",7.26238407660604
"MAPRE1",7.56971964525547
"PIN4",6.73309378145797
"KISS1",6.64220812530302
"BTBD3",5.1469535532474
"NT5C2",8.28650746619051
"PF4V1",6.96796088061473
"MPPED2",5.16334666276935
"COL4A1",8.6292218754692
"CHRNE",7.8271564465381
"JAG1",6.61916806534079
"ANKRD1",4.92635955952848
"THRB",6.24411708392845
"PIP4K2B",7.83661151812734
"JRKL",7.0652433289082
"YIPF3",7.70702891082555
"RABEP1",5.66821966306342
"KDM6B",6.82664939668682
"INPP5B",6.1918171501683
"EPB41L1",6.30262431787756
"RB1",6.39406011829297
"CCDC57",8.18457863392597
"TPP1",9.23569653380404
"PRRC2C",8.58244942671872
"IDH3A",7.2194692525468
"CDKL5",6.90463189955024
"ASAH1",8.65812216651099
"AKAP9",7.45276897856987
"SMC3",5.89028895539229
"BAI3",4.97147612381628
"ADARB1",6.658445134892
"CYP4F11",5.94097155190554
"EBP",8.10581556577618
"SETX",7.45770729370791
"SKIV2L2",5.35336736691963
"LAPTM4B",8.63728948812075
"PPP4R1",8.15130131070188
"ZNF174",6.46870746451331
"MAPK4",6.81549539785633
"SPRED2",5.14671461098363
"DNAH7",5.03429346984511
"RAD52",4.40210097272512
"ABCA3",7.57481668486631
"EIF2S1",6.72864224225025
"PMM1",7.4323313807942
"SLC6A7",7.46202447207931
"CXCR3",7.57727337852837
"AKR1B10",5.24379969094025
"CCNB1",5.99329405118969
"SCEL",4.70534001080072
"TRPC3",3.83478163109002
"GUCA1A",6.77086324886816
"TRPV6",7.05445371302474
"AMOT",6.12884579680443
"RPS27",11.3154913030171
"PGAP2",6.28271326820643
"GTSE1",6.41779038818983
"H6PD",7.89065859895418
"MMP19",7.05914113982237
"RPGRIP1",5.19443213525307
"PPP3CC",7.00197763616586
"KIAA0125",5.21948863079906
"DGCR14 /// TSSK2",7.02856216166537
"ALG8",7.65873119617537
"HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4",5.73967789008702
"MS4A2",5.38623225259444
"PPP1R12B",6.38771629024051
"TRIM27",7.31950676720953
"COX7A2",9.3270919795327
"ADRA1A",5.03351969242995
"PIK3R2",7.96897981799221
