"","merged_dataA[, 1]"
"KARS",9.72198495511891
"WASF3",6.0212811181359
"HINFP",6.40606938625813
"MYH15",6.60906240124314
"ZNF749",5.01932090825249
"RPA3",6.77935320370136
"PRKAA1",5.81044826742462
"PIGB",7.14317905532157
"MTERF4",7.50768541674834
"MAG",7.5972280031723
"MUC2",6.43702453777088
"HRSP12",8.23062006002661
"GPNMB",5.67348819407956
"RARS",7.51567506708739
"DCTN1 /// SLC4A5",6.62951200063327
"ELANE",6.80694976235149
"PCBD1",7.88674709862853
"WAS",10.9048424089803
"MAGEB1",3.79488608897144
"RPL21 /// RPL21P28 /// SNORA27 /// SNORD102",10.8323859427618
"GTF2H2 /// GTF2H2B /// GTF2H2C /// GTF2H2C_2",4.60065488353289
"TERT",6.35729046867809
"SEC13",8.01419442383259
"TMEM158",6.11597840995298
"FAM169A",4.98531063415442
"STK17B",4.82114116655671
"CDH15",7.58053210603079
"AGA",6.28174819838015
"LOXL2",6.1515107077493
"LIAS",6.36146262883374
"GCK",6.91246613591359
"TMEM257",5.7148530998407
"TSPYL5",5.7636010749537
"HMGN3",8.59728771211509
"FPGT",5.55706869388056
"RPLP0",11.0871614661883
"CD99",10.3037374725112
"CFB",9.18988907736516
"FBP2",6.09842849214448
"ELF1",7.35632269403673
"GIF",5.03878825879896
"SRSF6",7.04817558334981
"CAP2",6.71233673607372
"ST6GALNAC4",8.1209238290738
"ZNF32",7.65349887922286
"ATP6V0D1",9.85762936038747
"GATA1",8.41817870899539
"PCCB",7.35649951144371
"MMP3",4.90334146148061
"ADRA1B",6.92082583367739
"F7",7.9501273642082
"PUM1",7.32529550222167
"SSX2 /// SSX2B",5.38110941662636
"UNC5B",9.38126470350546
"CDH1",6.65392563112718
"ETFA",8.24181265030552
"BSCL2 /// HNRNPUL2-BSCL2",8.17047656237446
"SPINT3",6.48219151555872
"CHAF1B",6.97108241959921
"CNTF",6.55869674940362
"PKD2",5.34533268734252
"SCN4A",8.09882133062681
"UPK2",6.73951542370388
"PGAM2",7.35205096761885
"DOCK2",8.36360770929639
"LAD1",8.76303155886588
"BRINP3",5.04115195363662
"DLGAP5",4.9180241726549
"CCT4",8.36495566732878
"ANKS1A",6.88936295792571
"NRP1",5.26151236050719
"REG1A",8.11887220856218
"SERPINA6",7.74310644334205
"ATP1A1",9.52287182570949
"TRAT1",4.46060112024191
"LAMP3",5.39135885193343
"MARCH3",6.63719006719947
"UGT2B4",3.60951329853418
"CATR1",3.59552252460502
"CILP",6.13475715125354
"CDC7",5.0282860561639
"ITGAV",5.6443588255334
"THUMPD1",5.6779579630633
"PRDM1",6.2157420271485
"CSK",8.54395685976155
"ZBTB33",5.59956995537509
"TNFSF12 /// TNFSF12-TNFSF13",7.26614955071085
"DBF4",3.92773308432557
"ZBED1",8.13162519966354
"CCS",8.04011324695138
"SELENBP1",10.8917553414787
"TMED7 /// TMED7-TICAM2",6.55980729302967
"STXBP5L",5.23325768578847
"GBA /// GBAP1",8.37782275707784
"PRPF19",7.11501809705605
"ULK1",8.22508529037474
"KNOP1",6.89738240868135
"DSG2",7.06556511484307
"SLC4A3",7.75180045775739
"FOXG1",7.34407548490278
"CKMT2",6.5419421533345
"SSX1",5.23109933019028
"CLN5",5.61965235917789
"ERCC8",7.39703689960005
"ZNF101",7.2160137197316
"OARD1",6.71288539616064
"ARFGAP2",8.41074421486715
"TOPORS",5.86318956432829
"CAMTA2",6.8064252874417
"CD7",6.58365953422241
"TAOK3",7.42546256928213
"CLCA2",4.19633565159466
"PMP2",4.09680137216281
"CARM1",8.82947377755617
"NCBP1",5.26877041891741
"EBAG9",6.62638524356709
"INSIG2",6.50403172237048
"RPL23AP53",5.886163805073
"BLZF1",4.3121339208698
"RMND5A",7.53961573877277
"CLCN1",6.95080426591955
"RALY",6.82479152365558
"PDE6D",7.12347291400099
"MMP12",5.64900559517501
"USP1",6.05879402819275
"MUTYH",7.19285280927266
"KAT2A",7.53720888279917
"EIF4A3",8.22349380574084
"SPG20",5.89393502463977
"PGRMC2",6.69780659279736
"MMP13",4.57244582199649
"EFNB2",6.15114965164178
"TFAP4",7.20702425359956
"IPO4 /// TM9SF1",8.51227834732658
"HCRTR2",6.04478744280801
"MKRN3",5.63151041855913
"CSRP2",6.87630974802291
"FAP",5.70171631853239
"KBTBD11",6.59807808378984
"P2RY11 /// PPAN-P2RY11",6.33374745437394
"CEP57",5.63549895582843
"UBE2N",7.66885040196867
"OLFM1",6.66661584779377
"HPS5",5.47021890277265
"ANXA5",8.62077070242042
"GOLGB1",7.10463990728294
"OXT",7.06311823225778
"C1QL1",9.19059195855261
"ZNRF4",7.44080994600889
"EPO",7.18564786627787
"AKT1",7.86406326837295
"TEX261",9.67398994908208
"AK055981",7.1260399349464
"SLC38A6",5.70344558599398
"RPL5 /// SNORD21",8.88257976772644
"URI1",5.84803198438396
"DEFA5",5.90972578245288
"ME3",6.97760961106767
"RP1-130G2.1",5.651241786105
"AMOTL2",6.81669308636303
"SSH1",7.21657525612992
"STOM",7.53853827318503
"GRPEL1",6.03640365721885
"PRKCG",7.06271611191757
"SELL",10.2245583406084
"LGALS4",6.91902470394296
"SYN3",6.29560326488872
"MCM5",6.28701170873002
"PMS2 /// PMS2CL",7.34512392707677
"ZNF35",7.52716062251109
"PDLIM3",5.94050391442123
"VDAC2",9.2630295810154
"ZNF208 /// ZNF595 /// ZNF718",4.64906072498943
"UBE2I",5.46575394353384
"WDR45B",8.96620668665453
"MTHFD1",7.53829005200001
"CYFIP1",8.61295240642028
"ATP13A3",5.7422651212358
"SSTR3",7.54687781184308
"NDUFS3",8.06528234798728
"SUCLG2",6.94170941043558
"STX1A",7.74622395908802
"RBM14",6.81195045424053
"CHRNA4",6.77370886250979
"PBX2",6.55765440531427
"MRFAP1L1",8.0996631856238
"ADRA1D",6.52313544012121
"COQ9",8.3699702782891
"CCR9",6.34302042555195
"RIN1",6.77963062343407
"PPP1R26",7.33653024932607
"AKAP11",6.7923098307075
"NELL2",7.29287000988395
"ITIH2",5.9053209979619
"FOLR1",9.79450859976944
"KLHL35",7.01027642357725
"DYNC1I2",7.5162714267247
"CTDNEP1",9.05482254207614
"FOXA1",2.89749519764101
"CPA1",4.43589327853906
"TRIP10",6.94676602230476
"FOXN2",5.50590825967167
"GLUD2",6.54732938431781
"CASP6",4.94966924135128
"WDR82",8.00047452445514
"PHKG2",7.07717369251794
"PNRC1",7.64456176563702
"FDPS",7.47117762848241
"CAPN3",9.04215913292559
"C1QBP",6.58726626006732
"UMOD",11.0806186502294
"THAP9-AS1",4.73063813984546
"ZBED4",5.15072914126252
"MAPK8IP1",8.20238563131295
"PIAS1",7.08665396448519
"TOMM70A",7.19072869939128
"FAM114A1",7.37401725494288
"VIP",6.3503571610945
"CMA1",6.46022616886802
"FAM49A",6.13773140031428
"KRT85",7.16622104611306
"MPP1",9.69170712023286
"TCEAL1",6.79245662683776
"CAMP",7.92328133464292
"TSC1",6.85778382315176
"INA",6.28627982935702
"TOR1AIP1",5.56560180959889
"DNAL4",7.76173961010854
"TEAD3",7.48074033128555
"PIK3C2G",4.95555976060789
"GTF2H5",7.4693127284447
"ZKSCAN4",6.01022089950796
"MEOX1",4.36914520468005
"ERVH-1",7.05737946706747
"TBX10",7.30394867542894
"AC012065.7",7.21602736215456
"TSNAX",6.30136193636275
"GRAP",6.89358985830658
"UNC93A",5.17926482536389
"AHCY",6.59258861997835
"KIAA1549L",5.71711653538769
"ISCA1",7.58433958315141
"IMPDH2",8.48959508622023
"ERCC3",7.06058194056886
"EEF2",11.2694988841518
"ZNF280A",5.52437761767861
"CCDC181",5.26488480503709
"FADS3",7.30191904121698
"HOXA5",7.21032411819984
"PINK1",10.2417402219982
"VEZF1",7.01764359998399
"ITGA3",7.36882668677197
"EIF4G1",8.25391993043068
"LDHB",11.3117847709668
"ERGIC3",7.85902470722391
"KCNV1",3.458210917963
"SEPT6",6.82340980700804
"FOLR3",7.00701186486128
"PSD",7.11342097965562
"OPTN",7.05089061699004
"BCAM",8.3756004140855
"GLB1L2",7.76505588123991
"RORB",5.48568715349271
"PAX5",6.63364845874335
"PCDH17",5.37079295760798
"GBAS",6.76721594843741
"SLC6A3",6.55896169752062
"VGLL1",5.72008577525701
"ARNT2",6.88344131675301
"MORC3",6.33955297171428
"HLA-A",12.8753225585552
"TBC1D31",5.07337212714242
"PDLIM7",6.94669803337803
"MXRA5",7.83181966403199
"ZNF140",5.35778381899358
"MDM1",6.30081494917772
"LOC101060181 /// ZNF44",7.83867584671728
"PI4KA /// PI4KAP1 /// PI4KAP2",8.2380479666566
"CCL11",6.5242618686642
"MBTPS2",5.67351704180691
"CPB1",6.79936465003911
"LEPREL2",7.13850693091747
"FHIT",6.51322126576162
"CCDC22",7.42621556731229
"FZD2",6.8239967350198
"NHP2",7.85030633699833
"TSPAN1",10.5189648755202
"EPB42",9.56634349826757
"MTMR4",6.59551492928649
"ADCY8",5.64836081292353
"SOCS7",6.46460582372068
"CCL23",4.224541123493
"PPY",6.5676999629963
"RYR2",5.89988902425974
"LUM",7.3096742722239
"HPRT1",5.22604550372106
"HCRTR1",6.18369870102607
"IL13",7.60343763886036
"PPAP2C",6.85502179799739
"GJA5",6.5138940613935
"FBLN2",7.30361330353877
"RPS4X",12.386210402725
"GSTT1",7.19518906373095
"FAM3A",8.28851075619041
"LINC00597",4.05620593923642
"ABCB1 /// ABCB4",8.08046569786122
"RAP1A",5.90028877844496
"BMP3",6.82169066687402
"RRAS",7.79661512691362
"GTF2A1",5.315784068037
"DEFB1",9.95038004719975
"RAC3",7.18153201547869
"CTH",4.89572117257909
"HYAL1",7.20823226407996
"UGT8",5.35047839916228
"MEGF6",6.74995647850697
"ZSCAN12",4.0957115205685
"UNC50",6.18250249792835
"MYBL2",7.41843343830202
"DKFZP434C153 /// OBSCN",5.35812693180192
"IKBKB",6.30442980510364
"ITGA1",6.77614773604312
"GPR37L1",6.93259002295771
"MTA1",5.89991858494647
"OCM2",5.11843361878478
"EIF3J",6.16734310715535
"ENOSF1",6.33972098533016
"GOT1",7.51390176089018
"SNRK",4.1455543315977
"MRPL3",6.85129036366041
"OPRD1",6.3257304126985
"KRT16",6.452208429103
"TTTY1 /// TTTY1B",5.5606334286444
"CTSE",6.33382842216793
"EIF2A",6.93015502921779
"SLC9A7",5.96479258148192
"GABRD",6.69012351518568
"DEFA1 /// DEFA1B /// DEFA3",10.1503952256711
"ZNF674",5.41391794775976
"CNN1",6.19655666582521
"DGAT1",7.49272097474819
"POP4",6.19757803596197
"HDAC3",7.13891872363629
"METTL21B",7.0055882736977
"CRYAA",7.78976889672184
"CPOX",4.69044319321733
"HSF2",5.30186611860341
"NKRF",5.99165539377882
"MSX1",6.19670784853488
"TUSC2",7.44242143872287
"HOXC11",6.4725092535923
"POU4F1",4.12415822315465
"GLUD1",6.53650912888076
"TTTY15",4.99560024857213
"PEX1",5.41317772178804
"LEFTY1 /// LEFTY2",6.51443863451676
"UGDH",6.804893134947
"CACNA1B",6.40960718153664
"ADNP2",6.30104146218513
"HEXIM1",7.1475730574444
"GAK",8.06715845789444
"CPNE1",8.85473188458067
"CSDC2",7.95361480964555
"ABCG2",5.90697669581386
"RGL1",7.02247030589376
"C22orf24",6.89380099961964
"ZNHIT1",8.02096908769162
"CLDN18",6.43120721194125
"ENPP2",9.36923799939851
"PRMT1",8.33638787175469
"CAMK2A",7.34693083947333
"EIF3A",6.72217620888792
"OPRK1",5.95345732781605
"NCOA4",11.0628577587272
"SETD1B",8.48312666161526
"PMAIP1",6.08583482822204
"CNGA3",6.10806108111319
"CSN2",7.76401851184246
"GRAMD1B",6.39414232357436
"ID2 /// ID2B",6.1879221309466
"SERPINB3 /// SERPINB4",5.14626749521529
"GYPC",10.5187721160727
"RPL36AL",10.3892206700459
"FAAH",7.42668452347895
"CTNNBIP1",8.3700993509741
"TUBGCP3",4.82590141315649
"EIF3E",9.29093122137514
"ACYP2 /// LOC101927144",5.56016663427616
"TEKT2",7.00939363936683
"GUCY2C",5.10448129648436
"TIMP1",9.79880773389782
"ZP2",6.23158454789082
"SNRPA",7.66522324795934
"PDHX",7.36452281958735
"FCER2",6.11465798157471
"CRYBG3",6.87226698007961
"ADTRP",5.28855794391343
"TOMM20",8.0024057952553
"ARRB2",8.81101686496708
"HBD",9.50585247272186
"CXCL3",4.8268245569017
"ANKHD1 /// ANKHD1-EIF4EBP3 /// EIF4EBP3",7.71866455989132
"CCDC130",6.87484923559301
"SDHD",9.15597289984122
"SYNM",6.39939300096548
"PCMTD2",6.02964192725261
"HCFC1",6.51020824798183
"LUZP2",5.28977047809476
"MINOS1P1",5.12984497341137
"AK6 /// TAF9",6.49366310096846
"CFHR4",5.23393899328981
"RIPK1",6.31363456732217
"RNF185-AS1",6.70044594224702
"MATN1",6.01811465876345
"TAF1C",7.63008697624617
"ZNF337",6.40658776243175
"VPS45",7.7047782219674
"ASS1",8.75140456118917
"DBH",7.08643987805907
"KAZALD1",6.7104976229308
"FH",6.99598625157972
"PDE6A",6.27584284066757
"DDN",7.41912113828183
"KLF10",6.18943635135136
"ARAP2 /// LOC101928667",8.10295049463564
"SYN1",9.01265027400832
"RNU86 /// RPL3 /// SNORD83B",11.8261572276773
"SLC22A13",5.16221627669672
"HSP90AB1",8.81804536277989
"ARHGEF17",7.41511699060632
"SLC10A3",8.27216074037453
"SLC25A13",6.87596775890617
"SUN1",5.44365680794965
"DMTN",9.97810683416381
"ITGA4",4.62849391216803
"NPY5R",5.70257174718884
"OVOL3",6.18795670612608
"ISCU",10.8163960237854
"C1orf123",7.4758190414412
"CHP2",6.51137085914151
"ACVR1",6.91588382537324
"DDX51",6.93387955398138
"ZHX3",7.02266112692988
"CRYBB1",7.10639419161476
"SERPINA3",9.76819513244785
"PRDX1",9.90199504185289
"FDX1",6.17711710386905
"BCKDK",7.76745206904634
"ABCC2",6.62521154069268
"RGS20",5.43769769070237
"LOC101929842 /// PGA3 /// PGA4 /// PGA5",6.22023274738306
"ADH5",6.68725124910972
"URM1",7.52511422885549
"OR2B6",6.26422575677265
"CIAO1",6.8754564871731
"HELZ",5.93576718804776
"SLC9A3",6.99308445119204
"EIF6",8.68309660237071
"DPM2",8.52534453295816
"CDH2",7.21900885133839
"NR4A1",7.99729884286377
"UBR2",7.01849204919556
"RAB3GAP1",6.34789329605304
"BRINP1",5.83013722745217
"ALDH9A1",8.67608346714499
"COPS6",8.62214465030669
"ACADL",6.28133305988263
"RPS6",9.10218102566154
"CA5A",6.14106730347415
"EMD",8.34399219846549
"HSPB2",8.25211693158452
"TMEM131",6.53236965366678
"AKR1A1",9.26188835062437
"SLC5A5",8.27511044716157
"TAF13",3.60992238359024
"RPS12",12.2167160366532
"GNE",6.2672722213172
"HTR2B",5.78910336817242
"LILRB5",7.25672975150052
"GOLGA4",7.1908309826746
"PSMC4",7.89176798120026
"APAF1",5.45673056512756
"CLSTN1",8.45574441823202
"CDKN1B",6.83364137092606
"PIN1P1",6.18609875727837
"ERCC6",5.43983247577853
"CDKN1A",9.54156324793334
"LRIT1",5.81622080848229
"BET1",4.99459279820794
"AHSG",6.59695945872825
"SLC31A2",8.05629944129359
"FMO2",6.95625444841213
"NPAS1",7.47115307608465
"KIAA0895",5.71791568401781
"EP300",5.40358050152755
"P2RX4",7.20880651361469
"HSPA8 /// SNORD14C /// SNORD14D",11.1320493420515
"MTERF1",6.12189827770002
"MAN2A1",6.94953688774108
"COL21A1",5.06200381474529
"RP11-15P13.1",5.20876150880236
"SMARCA5",6.09383855893174
"YIF1A",7.77004964754376
"RIN2",5.96412037689595
"SRPX",6.47512979813237
"MCRS1",7.51131322884683
"MYO16",6.8965440153793
"SI",3.39130034900546
"IGHD /// IGHG1 /// IGHM",5.1372922627195
"SSTR5",6.63615206518323
"CD3D",7.15261265454186
"RPS19",9.23385655084279
"SETDB1",6.47771601019064
"HSD17B2",6.63954568715141
"NEK7",5.84110114935902
"RPL29",10.5487083210534
"RSAD2",7.38693484010687
"TMEM87A",5.64131261824188
"POLR2D",5.40776049738739
"RPS18",11.4004665750648
"PRRG2",7.15710662982932
"SCN5A",5.97211655159669
"TNFRSF4",6.61497158653412
"GBE1",7.59626310863589
"IRGC",6.30660370050206
"RASA2",5.83933899041003
"FOXA2",6.06943890578633
"SNX4",5.2826350800133
"COX6A2",7.37419691195489
"IL17A",5.62842944143134
"SERTAD2",7.01861297560907
"RBM38",9.48231130132943
"CCL19",6.34178203899559
"FHL2",8.50109895587595
"LOC101929240 /// SNRNP200",8.77048173190582
"PLXNB1",7.59711827474464
"POMC",7.14690438775252
"SIAH2",9.39811944363075
"DYNLL1",9.84467497890064
"C6orf106",7.16905224703211
"KLHL21",7.98522650492276
"ATRN",5.95415045123444
"MED7",4.86588802759438
"MC1R",7.56471091630831
"ATP5B",9.45720991251275
"ANG",6.49022688619933
"STIP1",7.91749185692495
"KIF2A",5.72871207563181
"GRINA",8.20874976861701
"VWA8",5.82287139666557
"DDX42",6.84587845180349
"TEAD4",6.38796275211555
"NTF3",6.57919977791626
"MARCH2",9.209961425045
"RP4-621B10.8",3.67445998837649
"AVP",7.04961649559128
"RPS6KA4",7.25746109525157
"NPTN",9.2511559509955
"ELOVL2",6.69977179189598
"PCNA",7.47552955336155
"DNMT1",7.6791659534862
"PMEL",7.55912231212374
"SLC19A2",5.9735257980286
"ACTB /// ACTG1",11.1702387005603
"LOC81691",6.22665071955765
"OFD1",7.85220819773171
"IDH3G",8.24614448709229
"GNL2",6.49948307242995
"EXTL1",6.73058366424343
"MAZ",7.50156556608573
"RNF44",8.48511454086058
"RPL8",11.4176133222238
"HSF4",8.05470443981492
"IL10RA",6.91472645658846
"LYRM1",6.9933194125652
"TPO",6.60718576593568
"GRK1",6.89974495649359
"GRPR",8.58377990665467
"ZNF271",6.10487431931312
"HERC2P2 /// HERC2P9",8.10757330069003
"DEAF1",6.62079558512479
"PSMD8",7.8658322509758
"SLC35A3",6.37152272582718
"S100A4",9.6429955733354
"EPHB6",5.98008144222772
"RFK",5.43788426718785
"PSMC5",8.81314142457041
"RNF216",5.96936431393439
"GAGE1 /// GAGE12B /// GAGE12C /// GAGE12D /// GAGE12E /// GAGE12F /// GAGE12G /// GAGE12H /// GAGE12I /// GAGE12J /// GAGE13 /// GAGE2A /// GAGE2C /// GAGE2D /// GAGE2E /// GAGE4 /// GAGE5 /// GAGE6 /// GAGE7 /// GAGE8",5.415309155048
"ZNF185",7.50582052860942
"SCFD1",6.56853944389261
"COL9A3",5.96021890959833
"PJA2",7.05254599795307
"KLHL25",8.22960901873623
"POLD4",8.63161800116217
"CYP26A1",6.13591756498041
"CBX7",8.54748565606695
"EFR3A",6.25593273313012
"SNRPF",7.80035101169398
"SUOX",7.45257747506896
"LAMB1",6.99642738231921
"HSD11B2",9.65250314012192
"PLA2G15",7.31890154778321
"MATK",7.79670579943791
"GABRA1",5.21327949541042
"AOC4P",7.47402053208775
"CX3CR1",6.07415366996968
"FMO6P",5.77086281004447
"GEM",6.15743911917199
"GTF2H4",5.69565442410803
"ZNF266",7.51748877750541
"PMS2P5",5.6516230224632
"PEX11B",6.8484481294887
"MOCS1",7.07598669657622
"AIMP1",5.99620759795264
"TBC1D4",7.48381039067259
"HLA-DMA",8.5604292101939
"SPA17",5.23088451151124
"ADAMTSL2",8.30510393462768
"MPDU1",6.91933288279497
"NDUFS7",8.07161787147535
"LIPA",9.4826356058146
"EGR2",5.89864248870202
"PSG11 /// PSG3",7.20198786837727
"SLC6A12",7.0312798795153
"CHSY1",6.80782632883504
"RHOBTB1",6.5670257752433
"BLNK",6.47572949646636
"ISG15",9.48203371305665
"MAGEA4",5.0572342683708
"IFI44L",7.70186628764832
"GFRA1",4.59321284088252
"SACM1L",6.77142041860339
"EPHA1",6.77312319217513
"ITGB7",6.79722820232672
"ABCC1",6.74681856486403
"NKX2-2",5.26179893680399
"VSIG4",8.12208275114122
"TUBB4B",9.97335108668058
"ENO3",6.4150369295297
"ITIH3",6.4184312737401
"EXPH5",6.33547440345387
"NONO",9.27692144457815
"RBP3",6.01429614511376
"TOP2B",7.0525070677007
"PIK3R3",6.33480457039328
"ICOS",5.52101065179907
"LILRP2",4.47870003905199
"DHCR7",7.66549056644161
"SRPK3",8.18261262783745
"PARK7",9.85450841116867
"MAP3K4",6.83971254984049
"LY6G6C",7.65136002642568
"NR2E1",4.8081171822819
"PPL",7.88457286512211
"NDP",5.53026234005386
"TGFBI",8.27761313578032
"TNFRSF10B",8.77231065306475
"HSPA13",5.15727307964011
"SLC46A3",7.49133192748674
"MTFR1",6.72150781778191
"RTCB",7.79119955070434
"SERPINB8",6.5224043354179
"HGC6.3",6.98893284954235
"CHRNB4",5.93944699080517
"SGTA",7.66452784616032
"C1R",8.25092088433356
"MYH9",9.8347005614921
"RPS6KB1",6.8701960809673
"N4BP2L2-IT2",5.65078957687276
"UVRAG",7.03558968284141
"AOC3",6.45578557585367
"ADH1C",8.14870755711572
"COX6B1",10.3317813892674
"BCL2L2",7.84290035288229
"HIST1H2AC",9.00428116611953
"PARM1",7.17368020879859
"ELP4",4.99472738514271
"SEC22B",9.38869036145158
"TRAPPC2 /// TRAPPC2P1",5.3380212649023
"ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322",7.13434541359342
"ACADS",7.09744890589183
"CRYZ",6.16753342030783
"ASAP2",4.66556702478295
"AREL1",6.03924583582109
"AMPD1",4.9719310002056
"Igk",6.13746669705537
"PDS5A",7.06597931027082
"LOC100509646 /// PRY /// PRY2",6.40481180056726
"HERPUD1",8.82506366574653
"SCGB1D1",5.32559926826676
"AKAP3",7.260381829066
"TXNDC9",5.23805884311255
"ACSBG1",6.59622159234595
"ILF2",8.11241548087152
"CFDP1",7.30184505365608
"HNRNPA0",7.40893789090648
"WISP3",6.40042094552729
"CTSV",7.03080984335956
"S100A2",8.30247216619829
"P2RX1",7.21866566037594
"SMNDC1",5.98971619424646
"ZBTB18",6.76417964775871
"MDH1",8.7560212460194
"TAF1B",5.51402627157888
"LOC100506699",5.23896729329393
"KRT37",6.19653585718042
"SRD5A1",5.67420354898165
"EIF2B4",7.85444608958874
"PHF14",4.05677671813457
"AZIN1",6.45813827176409
"SORCS3",5.75282605044694
"DKC1 /// MIR664B /// SNORA56",7.43864206553915
"TIMP4",5.35173288794731
"ACD",7.77263643002602
"UBXN1",8.11103015580495
"CNPPD1",8.98343080932311
"SST",6.06058871890121
"APOBEC2",6.81243961101432
"HOXB1",8.40640052698043
"NECAP1",5.97198414017882
"ITGAD",6.81399191724053
"FZD7",6.00918389133329
"UTF1",8.69384055069069
"SHMT2",6.75738941953363
"IP6K1",8.52827138461349
"PSPH",5.86632066423989
"KIT",6.82481651782501
"SH2B3",7.05810632324789
"CHD9",5.54397278212389
"MOGS",7.29941212868882
"PSCA",6.62260166041065
"TSPYL4",6.45488244109669
"SARAF",9.73465040179439
"TMEM109",8.49988745690032
"RRP1B",6.02842546536376
"SKIL",4.12353787963042
"CHST10",7.44743038147096
"CRTC1",8.68143269598336
"HABP2",7.46998624447565
"USPL1",6.00084736261632
"DNAJB1",7.76562625482672
"PDE10A",6.62122602902386
"POLA1",5.88895048825197
"TRIM26",8.52367803088808
"MIA",7.0255738390137
"TAGLN2",11.1408324400899
"LRIG1",6.4686437144571
"LOC100287387",4.92338316357831
"KIAA1045",6.96266731779051
"PRPF8",8.47653575382973
"HPGDS",6.46088823981524
"ZNF22",7.32540770578989
"FKBP6",6.49259037963452
"AZU1",7.5128376304114
"EPHB1",7.43887216789277
"FOXF2",5.17073553385434
"FLG",4.60611186641383
"MXI1",9.30193874316762
"CNIH1",7.21777416764192
"EIF3F",6.43811058139889
"PPP2R5E",5.86041694487596
"BTN1A1",5.40565412191446
"PEX19",6.47137648289051
"HIST1H2BM",6.23177917235078
"XPOT",6.54628892865897
"PPRC1",6.08912296435851
"EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10",6.32430463391195
"DRD1",3.56189653366322
"SSSCA1",6.66330006193694
"SCN1B",8.48431388925323
"TNFSF9",6.74867124627428
"AKR1C1 /// AKR1C2 /// LOC101930400",5.88605385981415
"AGL",6.48578304703825
"ALX3",6.76700810689798
"PDGFRL",5.7247402056623
"C6",6.17286055007056
"YWHAH",7.77654760305765
"PPP1R3A",5.74602787104749
"TERF1",5.85623365846808
"DGCR6L",7.20936568380136
"CLDN10",8.75572377206247
"CYB561D2",8.16889856153638
"ACTC1",7.06861229435622
"NPY",5.85277265111875
"SEP15",6.89826982396141
"GUCA1B",6.82861244260471
"ZFP69B",4.10766509143344
"GCM1",5.64769784561351
"EIF2B2",7.60616633530654
"HSD17B10",8.62499526352999
"ACSM1",6.47572518498293
"MFSD7",6.91002990391141
"ECHS1",9.2925920811458
"CSF2",6.46965378841912
"TRIM37",5.53566536629398
"EFHD1",9.10541646848698
"ZNF254",5.30472673826603
"AK2",7.42154379875277
"COMP",5.88864215428065
"ARHGEF5",7.08111832258661
"MUC5B",6.73400985510375
"RALYL",5.88108755097039
"RAB13",8.25098299978015
"BDKRB2",6.52325264067181
"IGHV5-78",5.39815658107862
"DAGLA",7.60871302954555
"FAM216A",5.45233831887634
"OR2H1",4.84039669171188
"PAQR3",3.74599952624225
"DNMBP",7.50087874838786
"OR2F1 /// OR2F2",6.64988105175422
"GNB3",8.0659770218486
"COX10",7.38372398038298
"IL9",4.84677241419107
"FIBP",7.64854588198183
"KCTD2",7.94535575156867
"POP1",6.85724888554308
"HSPB3",7.0101882703408
"ZNF154",5.36948895905156
"ZPBP",4.63616563365294
"MAGEA12",5.55322688406481
"ADORA3",5.80821576670212
"NME3",8.61460236242058
"PHB2",8.92619880635334
"SARS",7.67609336443813
"CD27",7.7587982641337
"CTGF",6.96656044928608
"SLC1A5",8.87288612096663
"NDUFAF3",9.28026511147685
"EIF3I",7.88351063934509
"UBA2",6.49746000991987
"HRC",6.58653469333318
"AGRP",7.1083535356939
"ARHGAP12",6.17831036937023
"PGGT1B",4.94542687937407
"LINC00563",6.02125816237791
"BCAS1",6.14725500171019
"APOL1",7.99277273347299
"COPS2",4.62332824028827
"ADNP",7.3627211578352
"ELK3",4.95042775759198
"SPEF1",6.8223852761736
"DNAJC24",4.23571158021924
"KCNS3",6.1718532613604
"UBC",12.5132526255469
"ATP10D",6.80194834711706
"THBS3",7.6108315971353
"DDOST",7.97692085928191
"ZNF862",6.68252797673609
"IFI44",6.78326316407419
"SNRPD3",7.78405935907364
"PRPH",8.00504611380848
"OASL",7.13550104234146
"TAB2",8.05324802290862
"MYOD1",7.15266095694677
"N4BP2L2 /// U50535",8.0390008374821
"PGM3",6.55322470179613
"UCN",7.30036383048904
"CCT3 /// LOC101927137",8.0724234634107
"ZNF43",5.25064775399616
"ICK",5.27684292192134
"DDX39A",7.28733381503234
"RPL37",11.8863282895673
"FLT4",6.45660255633383
"MNAT1",7.39403114250356
"DMTF1",6.75592483239614
"GLDC",7.58073777597827
"ACRV1",6.58581210327313
"ATG4A",7.1849992007999
"RPL19",11.2949648311028
"RFC3",5.99545597887901
"PCSK1",4.9268131778135
"KDR",5.87543948833888
"SNRPC",9.21907435934611
"IFNA5 /// IFNA6",6.53740089219652
"PHYH",6.63380991337864
"ICAM5",5.88317819555778
"PCGF3",8.27752139945082
"PVALB",9.24171626367717
"GFRA2",7.21268690709458
"FOXM1",6.56426909011901
"MPHOSPH10",6.78440299375563
"SF3A3",6.98100452262967
"CHRNB2",8.00784658807745
"FGG",5.6158603451152
"CLDN9",7.98223722508681
"ICAM4",6.87943794681378
"ATP6V1F /// LOC101927180",9.43954398450075
"NDC80",5.56238591719056
"PPFIBP2",7.12297276171766
"TMEM41B",6.45213199142101
"GPRC5A",6.64692675314708
"PPM1H",6.97234169209959
